econdata
Year,Area,Labor Force,Employment,Unemployment,Unemployment Rate
2017,Markleeville CDP,70,70,0,0.0
2017,Martinez city,"20,600","19,800",700,3.5
2017,Marysville city,"4,900","4,600",300,6.7
2017,Mayflower Village CDP,"3,000","2,900",100,3.1
2017,Maywood city,"12,400","11,800",600,4.6
2017,Meadow Valley CDP,210,160,60,27.6
2017,Meadow Vista CDP,"1,700","1,600",0,2.5
2017,Mecca CDP,"3,100","2,900",200,5.7
2017,Meiners Oaks CDP,"1,900","1,900",100,3.2
2017,Mendocino CDP,530,530,0,0.0
2017,Mendota city,"5,000","4,000","1,000",19.5
2017,Menifee City,"38,000","36,100","1,900",5.0
2017,Menlo Park city,"19,300","18,800",500,2.5
2017,Mentone CDP,"5,100","4,900",200,4.2
2017,Merced city,"34,100","31,500","2,600",7.7
2017,Mesa CDP,160,150,10,5.0
2017,Mesa Vista CDP,100,80,20,16.3
2017,Mettler CDP,100,100,0,18.7
2017,Middletown CDP,360,330,30,7.6
2017,Millbrae city,"12,500","12,200",300,2.6
2017,Mill Valley city,"7,100","7,000",100,1.9
2017,Milpitas city,"41,400","39,900","1,400",3.5
2017,Mineral CDP,110,100,10,11.1
2017,Mira Monte CDP,"3,600","3,400",200,5.3
2017,Mission Canyon CDP,"1,500","1,500",0,1.2
2017,Mission Hills CDP,"1,900","1,800",200,8.5
2017,Mission Viejo city,"49,800","48,000","1,800",3.5
2017,Mi Wuk Village CDP,400,360,50,11.4
2017,Modesto city,"94,500","88,100","6,400",6.8
2017,Mohawk Vista CDP,40,40,0,0.0
2017,Mojave CDP,"1,700","1,400",400,20.5
2017,Mokelumne Hill CDP,220,190,30,13.4
2017,Mono Vista CDP,"1,640","1,630",10,0.7
2017,Monrovia city,"20,900","20,100",800,4.0
2017,Montclair city,"18,800","18,000",800,4.2
2017,Montebello city,"29,000","27,500","1,500",5.2
2017,Montecito CDP,"3,200","2,900",200,6.8
2017,Monterey city,"15,300","14,800",500,3.3
2017,Monterey Park city,"29,400","28,200","1,300",4.3
2017,Monte Rio CDP,600,500,100,14.1
2017,Moorpark city,"19,600","18,900",700,3.6
2017,Morada CDP,"1,500","1,500",0,0.0
2017,Moraga town,"7,700","7,500",200,2.4
2017,Moreno Valley city,"93,000","87,800","5,100",5.5
2017,Morgan Hill city,"23,900","23,200",800,3.3
2017,Morongo Valley CDP,"1,500","1,500",100,4.5
2017,Morro Bay city,"5,000","4,700",300,5.7
2017,Moss Landing CDP,100,100,0,0.0
2017,Mountain Mesa CDP,200,200,0,7.9
2017,Mountain Ranch CDP,530,480,40,8.3
2017,Mountain View CDP,"1,300","1,200",100,7.5
2017,Mountain View city,"50,900","49,700","1,200",2.4
2017,Mountain View Acres CDP,"1,400","1,300",100,8.1
2017,Mount Shasta city,"1,560","1,530",30,1.9
2017,Murphys CDP,"1,010",960,50,5.2
2017,Murrieta city,"54,100","51,900","2,200",4.1
2017,Muscoy CDP,"4,900","4,400",500,10.5
2017,Napa city,"41,700","40,100","1,600",3.8
2017,National City city,"24,700","23,400","1,300",5.5
2017,Needles city,"1,700","1,700",100,3.4
2017,Nevada City city,"1,400","1,360",50,3.4
2017,Newark city,"24,800","24,000",900,3.5
2017,Newman city,"4,700","4,300",500,9.8
2017,Newport Beach city,"45,100","43,700","1,400",3.2
2017,Nice CDP,990,960,40,3.6
2017,Nipomo CDP,"9,100","8,600",500,5.3
2017,Norco city,"11,500","11,000",500,4.3
2017,North Auburn CDP,"5,400","5,300",200,3.1
2017,North Edwards CDP,500,400,100,13.9
2017,North El Monte CDP,"1,700","1,700",0,2.4
2017,North Fair Oaks CDP,"8,100","8,000",200,2.0
2017,North Highlands CDP,"20,100","19,400",800,3.9
2017,North Lakeport CDP,"1,500","1,470",30,2.1
2017,Norwalk city,"50,500","48,000","2,500",4.9
2017,Novato city,"29,700","28,800",900,2.9
2017,Nuevo CDP,"3,100","2,900",200,5.0
2017,Oakdale city,"9,600","8,700",900,9.3
2017,Oakhurst CDP,"1,600","1,500",100,7.6
2017,Oakland city,"212,300","203,500","8,900",4.2
2017,Oakley city,"19,700","18,800",800,4.2
2017,Oak Park CDP,"7,000","6,600",400,5.3
2017,Oak View CDP,"2,300","2,100",100,4.7
2017,Occidental CDP,400,400,0,0.0
2017,Oceano CDP,"3,600","3,400",200,4.8
2017,Oceanside city,"81,700","78,300","3,400",4.1
2016,Acton CDP,"3,600","3,400",100,4.0
2016,Adelanto city,"9,400","8,400","1,000",10.6
2016,Agoura Hills city,"11,500","11,000",500,4.7
2016,Alameda city,"41,500","39,800","1,600",4.0
2016,Alamo CDP,"6,500","6,300",200,2.6
2016,Albany city,"9,700","9,300",400,3.6
2016,Alhambra city,"46,000","43,900","2,100",4.6
2016,Aliso Viejo CDP,"29,900","28,900","1,100",3.6
2016,Alondra Park CDP,"4,000","3,700",300,7.3
2016,Alpaugh CDP,400,300,100,24.1
2016,Alpine Village CDP,90,90,0,0.0
2016,Altadena CDP,"23,400","22,500",900,3.9
2016,Alta Sierra CDP,"3,610","3,520",90,2.4
2016,Alturas city,"1,130","1,030",100,8.8
2016,Amador City city,80,70,10,8.0
2016,American Canyon city,"10,200","9,600",600,5.6
2016,Anaheim city,"169,500","162,300","7,300",4.3
2016,Anderson city,"4,200","3,900",300,6.4
2016,Angels City city,"1,770","1,760",0,0.2
2016,Angwin CDP,"2,000","1,900",100,3.9
2016,Antioch city,"50,600","47,700","2,800",5.6
2016,Apple Valley town,"28,200","26,300","1,900",6.6
2016,Aptos CDP,"3,300","3,200",100,2.4
2016,Aptos Hills Larkin Valley CDP,"1,100",900,100,10.9
2016,Arbuckle CDP,"2,040","1,640",400,19.7
2016,Arcadia city,"29,200","28,100","1,100",3.9
2016,Arcata city,"9,600","8,900",700,7.5
2016,Arden Arcade CDP,"45,400","42,200","3,200",7.0
2016,Armona CDP,"1,400","1,200",200,12.9
2016,Arnold CDP,"1,100","1,020",80,7.3
2016,Aromas CDP (Monterey Co),"1,600","1,500",100,5.7
2016,Arroyo Grande city,"9,200","8,800",300,3.8
2016,Artesia city,"7,900","7,500",300,4.3
2016,Arvin city,"8,900","8,100",900,9.8
2016,Ashland CDP,"11,100","10,400",800,6.8
2016,Atascadero city,"15,300","14,700",600,4.0
2016,Atherton town,"3,100","3,000",100,3.4
2016,Atwater city,"12,000","10,800","1,200",10.1
2016,Auberry CDP,"1,000",900,100,5.7
2016,Auburn city,"6,700","6,300",300,4.9
2016,August CDP,"3,300","2,800",500,15.6
2016,Avalon city,"2,100","2,000",0,0.5
2016,Avenal city,"3,700","3,100",600,15.6
2016,Avery CDP,300,260,40,12.1
2016,Avocado Heights CDP,"7,300","6,800",500,6.5
2016,Azusa city,"24,700","23,400","1,300",5.2
2016,Bakersfield city,"176,200","162,500","13,700",7.8
2016,Baldwin Park city,"34,300","32,400","1,900",5.5
2016,Banning city,"10,900","10,200",800,6.9
2016,Barstow city,"8,600","8,000",700,7.8
2016,Bay Point CDP,"11,900","10,900",900,7.8
2016,Beale AFB CDP,200,200,0,12.4
2016,Bear Valley CDP,30,30,0,0.0
2016,Bear Valley Springs CDP,"1,800","1,700",100,5.3
2016,Beaumont city,"20,600","19,600","1,000",4.8
2016,Beckwourth CDP,110,110,0,0.0
2016,Belden CDP,0,0,0,0.0
2016,Bell city,"15,000","14,100",900,5.8
2016,Bellflower city,"36,200","34,100","2,100",5.9
2016,Bell Gardens city,"18,100","17,000","1,000",5.8
2016,Belmont city,"16,300","15,800",500,3.1
2016,Benicia city,"14,800","14,200",600,4.0
2016,Ben Lomond CDP,"3,800","3,700",100,3.2
2016,Berkeley city,"62,300","59,800","2,500",4.0
2016,Bermuda Dunes CDP,"3,400","3,200",200,5.4
2016,Bertsch Oceanview CDP,780,630,140,18.4
2016,Bethel Island CDP,800,800,0,3.3
2016,Beverly Hills city,"18,300","17,400",900,4.8
2016,Big Bear City CDP,"5,500","5,300",200,3.5
2016,Big Bear Lake city,"2,200","2,200",0,2.2
2016,Biggs city,900,900,0,3.8
2016,Big Pine CDP,720,670,50,6.9
2016,Big River CDP,400,300,0,8.9
2016,Biola CDP,700,500,200,26.6
2016,Bishop city,"1,650","1,570",70,4.5
2016,Bloomington CDP,"9,900","9,200",600,6.4
2016,Blue Lake city,500,500,0,4.9
2016,Bluewater CDP,0,0,0,9.7
2016,Blythe city,"5,500","5,100",300,6.4
2016,Bodega Bay CDP,500,500,0,2.9
2016,Bodfish CDP,400,300,0,11.1
2016,Bonadelle Ranchos Madera Ranchos CDP,"4,100","3,800",300,6.5
2016,Bonita CDP,"6,000","5,600",400,7.2
2016,Bootjack CDP,340,300,40,10.4
2016,Boron CDP,800,800,100,6.7
2016,Boronda CDP,600,400,200,36.8
2016,Bostonia CDP,"8,000","7,300",700,9.0
2016,Boulder Creek CDP,"2,700","2,500",200,8.6
2016,Boyes Hot Springs CDP,"4,100","4,000",100,2.6
2016,Bradbury city,500,400,0,1.6
2016,Bradley CDP,100,100,0,0.0
2016,Brawley city,"11,500","8,500","3,000",26.4
2016,Brea city,"22,400","21,500",900,4.0
2016,Brentwood city,"28,000","26,600","1,400",4.9
2016,Bret Harte CDP,"2,000","1,700",400,17.2
2016,Brisbane city,"2,800","2,700",100,3.2
2016,Broadmoor CDP,"3,500","3,300",200,6.0
2016,Bucks Lake CDP,10,10,0,0.0
2016,Buellton city,"2,700","2,600",100,2.1
2016,Buena Park city,"40,300","38,500","1,800",4.4
2016,Burbank city,"58,600","55,100","3,400",5.9
2016,Burlingame city,"17,800","17,300",500,3.0
2016,Burney CDP,"1,300","1,200",100,7.3
2016,Buttonwillow CDP,600,500,100,10.8
2016,Byron CDP,600,500,0,8.3
2016,Bystrom CDP,"1,300","1,200",100,9.1
2016,Cabazon CDP,"1,200","1,200",100,5.1
2016,Calabasas city,"12,000","11,600",400,3.2
2016,Calexico city,"17,400","12,500","4,800",27.9
2016,California City city,"4,600","3,700",900,20.3
2016,Calimesa city,"3,400","3,200",200,6.1
2016,Calipatria city,"1,300",900,400,29.7
2016,Calistoga city,"2,700","2,500",200,5.7
2016,Calwa CDP,900,700,200,17.1
2016,Camarillo city,"33,400","32,100","1,400",4.1
2016,Cambria CDP,"2,600","2,500",100,5.6
2016,Cameron Park CDP,"9,400","9,000",400,4.7
2016,Campbell city,"25,400","24,500",900,3.5
2016,Cantua Creek CDP,100,100,0,8.5
2016,Canyondam CDP,40,10,30,73.2
2016,Canyon Lake city,"5,100","5,000",200,3.1
2016,Capitola city,"5,600","5,500",100,2.0
2016,Carlsbad city,"53,900","51,600","2,300",4.3
2016,Carmel by the Sea city,"1,600","1,600",0,0.2
2016,Carmel Valley Village CDP,"2,500","2,300",300,11.5
2016,Carmichael CDP,"30,000","28,400","1,600",5.4
2016,Carpinteria city,"7,100","6,800",300,4.2
2016,Carson city,"45,800","43,200","2,600",5.7
2016,Cartago CDP,0,0,0,0.0
2016,Caruthers CDP,"1,200","1,100",100,9.3
2016,Casa Conejo CDP,"1,700","1,600",100,8.3
2016,Casa de Oro Mount Helix CDP,"9,600","9,200",400,4.5
2016,Castro Valley CDP,"31,200","30,000","1,200",3.9
2016,Castroville CDP,"3,500","3,000",500,14.2
2016,Cathedral City city,"25,300","23,900","1,400",5.6
2016,Cayucos CDP,"1,300","1,300",100,4.3
2016,Ceres city,"21,800","19,500","2,200",10.3
2016,Cerritos city,"25,000","23,900","1,100",4.6
2016,Challenge Brownsville CDP,200,200,0,0.0
2016,Channel Islands Beach CDP,"1,700","1,500",200,14.3
2016,Charter Oak CDP,"4,900","4,600",300,6.3
2016,Cherryland CDP,"7,400","6,800",600,7.7
2016,Cherry Valley CDP,"3,200","3,000",100,3.7
2016,Chester CDP,980,900,80,8.1
2016,Chico city,"47,600","45,200","2,400",5.1
2016,Chilcoot Vinton CDP,20,0,20,100.0
2016,China Lake Acres CDP,600,500,100,8.9
2016,Chinese Camp CDP,30,30,0,0.0
2016,Chino city,"40,600","38,600","2,000",4.9
2016,Chino Hills city,"41,800","40,200","1,700",3.9
2016,Chowchilla city,"4,400","4,000",400,8.2
2016,Chualar CDP,700,600,100,8.6
2016,Chula Vista city,"120,600","114,400","6,200",5.2
2016,Citrus CDP,"5,300","5,100",200,3.6
2016,Citrus Heights city,"43,100","40,800","2,200",5.2
2016,Claremont city,"16,700","15,900",800,4.9
2016,Clayton city,"5,800","5,700",100,2.1
2016,Clearlake city,"6,190","5,410",780,12.6
2016,Clearlake Oaks CDP,790,720,80,9.4
2016,Clio CDP,40,40,0,0.0
2016,Cloverdale city,"4,400","4,300",100,2.2
2016,Clovis city,"51,700","48,900","2,700",5.3
2016,Clyde CDP,400,300,0,3.4
2016,Coachella city,"19,600","17,000","2,700",13.6
2016,Coalinga city,"6,300","5,700",600,10.0
2016,Cobb CDP,510,490,20,4.5
2016,Colfax city,900,900,100,6.9
2016,Colton city,"24,200","22,700","1,500",6.3
2016,Columbia CDP,810,700,110,14.1
2016,Colusa city,"2,980","2,590",390,13.0
2016,Commerce city,"5,800","5,500",400,6.3
2016,Compton city,"38,900","36,200","2,700",6.9
2016,Concord city,"65,300","62,600","2,700",4.1
2016,Concow CDP,200,200,0,14.2
2016,Copperopolis CDP,"2,310","2,170",140,6.1
2016,Corcoran city,"4,700","3,900",900,18.1
2016,Corning city,"2,930","2,680",240,8.3
2016,Corona city,"81,500","77,700","3,800",4.7
2016,Coronado city,"9,200","8,800",400,4.1
2016,Corralitos CDP,"1,200","1,200",100,6.2
2016,Corte Madera town,"5,600","5,400",200,4.2
2016,Costa Mesa city,"64,800","62,500","2,300",3.5
2016,Cotati city,"4,300","4,100",200,4.2
2016,Coto de Caza CDP,"7,600","7,300",300,3.8
2016,Cottonwood CDP,"1,400","1,300",100,6.7
2016,Country Club CDP,"4,600","3,900",600,13.5
2016,Covelo CDP,430,400,30,6.5
2016,Covina city,"24,000","22,600","1,400",5.7
2016,Crescent City city,"1,470","1,380",90,6.2
2016,Crescent Mills CDP,120,120,0,0.0
2016,Crestline CDP,"4,200","4,100",200,3.6
2016,C Road CDP,70,60,10,13.8
2016,Crockett CDP,"1,700","1,600",100,6.4
2016,Cromberg CDP,90,90,0,0.0
2016,Cudahy city,"10,000","9,500",500,5.3
2016,Culver City city,"22,700","21,600","1,100",5.0
2016,Cupertino city,"29,600","28,500","1,100",3.7
2016,Cutler CDP,"2,500","2,200",300,11.9
2016,Cypress city,"24,800","23,800","1,000",4.1
2016,Daly City city,"63,100","61,200","2,000",3.1
2016,Dana Point city,"18,700","18,000",700,3.8
2016,Danville town,"20,700","19,900",800,4.0
2016,Darwin CDP,10,10,0,0.0
2016,Davis city,"34,800","33,500","1,300",3.8
2016,Day Valley CDP,"1,600","1,500",100,6.6
2016,Deer Park CDP,400,300,0,7.1
2016,Del Aire CDP,"5,400","5,200",200,4.2
2016,Delano city,"22,100","16,600","5,600",25.1
2016,Delhi CDP,"5,200","4,700",500,10.0
2016,Delleker CDP,160,160,0,0.0
2016,Del Mar city,"2,300","2,200",100,3.4
2016,Del Monte Forest CDP,"1,700","1,500",100,8.8
2016,Del Rey CDP,600,500,100,12.1
2016,Del Rey Oaks city,"1,000",900,100,8.3
2016,Denair CDP,"2,400","2,200",200,8.0
2016,Derby Acres CDP,100,100,0,1.7
2016,Desert Hot Springs city,"11,200","10,400",900,7.6
2016,Desert View Highlands CDP,"1,000","1,000",100,8.3
2016,Diablo CDP,100,100,0,0.0
2016,Diamond Bar city,"30,100","28,800","1,300",4.3
2016,Diamond Springs CDP,"5,100","4,800",300,6.6
2016,Dinuba city,"10,700","9,100","1,600",15.1
2016,Discovery Bay CDP,"7,700","7,400",300,4.1
2016,Dixon city,"9,600","9,100",500,5.5
2016,Dixon Lane Meadow Creek CDP,"1,260","1,190",70,5.9
2016,Dollar Point CDP,500,500,0,3.0
2016,Dorrington CDP,70,70,10,6.8
2016,Dos Palos city,"2,100","2,000",200,8.0
2016,Downey city,"56,900","54,000","2,900",5.1
2016,Duarte city,"10,900","10,200",700,6.3
2016,Dublin city,"30,400","29,300","1,100",3.6
2016,Ducor CDP,200,200,0,10.5
2016,Dunsmuir city,660,630,40,5.3
2016,Durham CDP,"2,900","2,800",100,3.1
2016,Dustin Acres CDP,200,200,0,4.5
2016,Earlimart CDP,"4,000","3,300",700,16.9
2016,East Foothills CDP,"3,600","3,500",100,2.3
2016,East Hemet CDP,"8,000","7,200",800,9.5
2016,East Los Angeles CDP,"55,300","50,500","4,800",8.6
2016,East Oakdale CDP,"1,600","1,500",100,7.3
2016,Easton CDP,"1,100",900,100,10.0
2016,East Orosi CDP,400,300,100,32.6
2016,East Palo Alto city,"14,700","14,200",600,3.7
2016,East Pasadena CDP,"3,000","3,000",100,2.2
2016,East Porterville CDP,"2,700","2,000",700,25.4
2016,East Quincy CDP,"1,200","1,190",20,1.3
2016,East Richmond Heights CDP,"1,900","1,800",0,2.0
2016,East San Gabriel CDP,"7,500","7,300",200,2.0
2016,East Shore CDP,140,40,110,73.4
2016,East Sonora CDP,930,930,0,0.0
2016,Eastvale City city,"30,100","28,800","1,300",4.3
2016,Edwards AFB CDP,400,300,0,11.7
2016,El Cajon city,"44,900","42,600","2,300",5.2
2016,El Centro city,"20,200","15,700","4,600",22.5
2016,El Cerrito city,"13,700","13,200",500,3.5
2016,El Cerrito CDP,"2,300","2,200",100,3.8
2016,El Dorado Hills CDP,"21,700","20,800",900,4.1
2016,El Granada CDP,"3,500","3,400",100,2.8
2016,Elk Grove CDP,"80,600","76,900","3,700",4.6
2016,Elkhorn CDP,700,600,100,11.6
2016,Elmira CDP,100,100,0,5.0
2016,El Monte city,"51,000","48,300","2,700",5.2
2016,El Paso de Robles (Paso Robles) city,"16,100","15,400",700,4.5
2016,El Rio CDP,"2,900","2,600",300,9.2
2016,El Segundo city,"9,400","8,800",600,6.2
2016,El Sobrante CDP,"7,400","7,000",400,5.5
2016,El Verano CDP,"1,900","1,800",0,1.8
2016,Emeryville city,"7,300","7,100",200,3.0
2016,Empire CDP,"1,600","1,500",100,5.8
2016,Encinitas city,"33,000","31,800","1,300",3.8
2016,Escalon city,"3,700","3,500",200,4.4
2016,Escondido city,"68,600","65,500","3,100",4.6
2016,Esparto CDP,"1,800","1,700",100,5.7
2016,Eureka city,"12,700","12,100",600,4.8
2016,Exeter city,"4,700","4,100",500,11.0
2016,Fairfax town,"4,700","4,500",100,3.0
2016,Fairfield city,"52,800","50,000","2,700",5.2
2016,Fair Oaks CDP,"14,500","14,000",500,3.6
2016,Fairview CDP,"5,200","5,100",100,2.1
2016,Fallbrook CDP,"14,000","13,400",600,4.4
2016,Fall River Mills CDP,100,100,0,0.0
2016,Farmersville city,"5,000","4,300",700,13.5
2016,Farmington CDP,0,0,0,0.0
2016,Fellows CDP,0,0,0,11.8
2016,Felton CDP,"2,400","2,100",200,9.5
2016,Ferndale city,600,600,0,2.0
2016,Fetters Hot Springs Agua Caliente CDP,"2,500","2,400",0,1.7
2016,Fillmore city,"7,300","7,000",300,4.5
2016,Firebaugh city,"3,800","3,200",600,15.7
2016,Florence Graham CDP,"27,400","25,500","1,900",7.1
2016,Florin CDP,"20,200","18,400","1,900",9.2
2016,Folsom city,"36,300","34,800","1,500",4.0
2016,Fontana city,"95,300","90,100","5,200",5.5
2016,Foothill Farms CDP,"14,800","14,000",800,5.7
2016,Ford City CDP,"1,900","1,700",200,11.6
2016,Foresthill CDP,700,700,0,4.1
2016,Forest Meadows CDP,540,480,60,10.2
2016,Forestville CDP,"2,100","2,000",100,4.6
2016,Fort Bragg city,"3,220","3,050",170,5.2
2016,Fortuna city,"5,200","4,900",200,4.3
2016,Foster City city,"19,500","19,000",600,2.9
2016,Fountain Valley city,"28,400","27,300","1,200",4.2
2016,Fowler city,"2,900","2,700",200,7.2
2016,Frazier Park CDP,"1,200","1,000",100,11.2
2016,Freedom CDP,"2,000","1,800",200,10.3
2016,Fremont city,"117,900","113,300","4,600",3.9
2016,French Camp CDP,"1,100","1,000",100,8.7
2016,Fresno city,"230,400","212,800","17,600",7.7
2016,Friant CDP,200,200,0,16.1
2016,Fullerton city,"70,100","67,300","2,800",4.1
2016,Furnace Creek CDP,120,120,0,0.9
2016,Galt city,"11,300","10,400",900,7.8
2016,Gardena city,"30,000","28,300","1,600",5.5
2016,Garden Acres CDP,"4,400","3,900",500,11.0
2016,Garden Grove city,"82,100","78,400","3,700",4.5
2016,Georgetown CDP,"1,200","1,000",100,11.2
2016,Gilroy city,"28,300","27,000","1,300",4.6
2016,Glendale city,"101,400","96,500","4,900",4.8
2016,Glendora city,"25,600","24,400","1,200",4.7
2016,Glen Ellen CDP,500,500,0,0.0
2016,Golden Hills CDP,"4,400","4,200",200,5.0
2016,Gold River CDP,"3,400","3,200",200,6.0
2016,Goleta City,"16,900","16,300",600,3.4
2016,Gonzales city,"4,000","4,000",100,1.5
2016,Goshen CDP,"1,500","1,300",200,11.4
2016,Graeagle CDP,210,190,20,8.7
2016,Grand Terrace city,"6,300","5,900",400,5.8
2016,Granite Bay CDP,"10,100","9,600",500,4.8
2016,Grass Valley city,"5,810","5,460",350,6.0
2016,Graton CDP,800,700,100,7.7
2016,Greenfield city,"8,100","7,600",500,6.5
2016,Greenhorn CDP,140,120,20,15.3
2016,Green Valley CDP,800,800,0,0.0
2016,Greenville CDP,460,370,100,20.6
2016,Gridley city,"2,700","2,500",200,7.4
2016,Grover Beach city,"6,800","6,400",400,5.5
2016,Guadalupe city,"3,300","3,100",100,4.2
2016,Guerneville CDP,"2,500","2,400",100,4.2
2016,Gustine city,"2,700","2,400",300,11.0
2016,Hacienda Heights CDP,"25,800","24,700","1,100",4.2
2016,Half Moon Bay city,"7,400","7,200",200,2.4
2016,Hamilton Branch CDP,240,200,40,16.9
2016,Hamilton City CDP,"1,030",940,90,8.6
2016,Hanford city,"24,400","22,300","2,100",8.6
2016,Hawaiian Gardens city,"6,300","5,900",300,5.5
2016,Hawthorne city,"44,500","42,200","2,300",5.2
2016,Hayfork CDP,"1,010",990,20,1.9
2016,Hayward city,"77,500","73,800","3,600",4.7
2016,Healdsburg city,"6,000","5,800",200,3.6
2016,Heber CDP,"2,000","1,500",500,24.9
2016,Hemet city,"28,800","26,500","2,300",8.0
2016,Hercules city,"13,800","13,200",600,4.0
2016,Hermosa Beach city,"12,300","12,000",300,2.5
2016,Hesperia city,"34,600","32,100","2,500",7.2
2016,Hidden Hills city,600,600,0,4.3
2016,Hidden Valley Lake CDP,"3,090","3,030",60,2.1
2016,Highgrove CDP,"2,400","2,200",200,9.4
2016,Highland city,"23,900","22,600","1,400",5.7
2016,Hillsborough town,"5,000","4,900",200,3.2
2016,Hilmar Irwin CDP,"2,700","2,600",100,3.6
2016,Hollister city,"19,200","17,800","1,400",7.4
2016,Holtville city,"2,700","2,000",700,26.2
2016,Home Garden CDP,600,500,100,16.1
2016,Home Gardens CDP,"5,000","4,800",300,5.2
2016,Homeland CDP,"2,800","2,600",200,6.6
2016,Hughson city,"3,400","3,200",200,6.6
2016,Huntington Beach city,"107,900","103,600","4,300",4.0
2016,Huntington Park city,"26,500","25,000","1,400",5.4
2016,Huron city,"2,500","2,200",400,13.8
2016,Hydesville CDP,500,500,0,0.6
2016,Idyllwild Pine Cove CDP,"1,200","1,200",0,3.7
2016,Imperial city,"8,400","6,600","1,800",21.4
2016,Imperial Beach city,"12,000","11,200",700,6.1
2016,Independence CDP,220,220,10,3.1
2016,Indian Falls CDP,0,0,0,0.0
2016,Indian Wells city,"1,800","1,700",100,5.1
2016,Indio city,"39,000","36,200","2,800",7.2
2016,Industry city,200,100,0,6.0
2016,Inglewood city,"52,400","49,200","3,200",6.2
2016,Interlaken CDP,"3,500","3,300",300,7.4
2016,Inverness CDP,500,500,0,1.4
2016,Inyokern CDP,300,300,0,0.0
2016,Ione city,"2,080","1,960",120,5.7
