"","NAMELSAD","yr","area","count","nIndv","nCorp","nIndvTech","nIndvBigTech","nCorpBigTech","nDemRec","nRepRec","nIndRec","nComRec","nGen","aTot","aIndv","aCorp","aIndvBigTech","aIndvTech","aCorpTech","aDemRec","aRepRec","aIndRec","aComRec","aGen","meanCFCont","sdCFCont","meanCFCand","sdCFCand","meanCFDiff","sdCFDiff","vReg","vTurn","id"
"2515","Valley Springs CDP",2004,9.872,248,237,1,6,2,0,22,64,3,167,0.653225806451613,76669.74,74753.49,50,200,2250,0,10720,48085,230,27014.74,48111.53,0.923266129032258,0.711129723429186,0.893991935483871,0.893991935483871,0.0186290322580645,0.334514778641279,169123,317039,1198
"2516","Vandenberg AFB CDP",2004,22.034,22,17,0,6,0,0,2,0,0,20,0.0909090909090909,4793,4513,0,0,1372,0,2100,0,0,2693,400,0.118181818181818,1.05265033476113,0.167272727272727,0.167272727272727,-0.0490909090909091,0.160621088899105,307586,191542,1199
"2517","Vandenberg Village CDP",2004,5.247,116,111,5,24,0,0,8,33,1,78,0.28448275862069,40802.61,18202.61,22600,0,6505.8,0,11996.81,16501,200,22564.8,16026,0.599051724137931,1.06223634351083,0.702844827586207,0.702844827586207,-0.0330172413793103,0.221034012049636,315336,266728,1200
"2518","Vernon city",2004,4.973,347,248,62,25,1,0,69,51,1,244,0.190201729106628,254545.98,179463.58,55016.6,250,28780,0,94950,68225,250,127314.98,48541,0.00772334293948127,0.71599904220744,0.0772910662824207,0.0772910662824207,-0.0647262247838617,0.390270578256252,355091,221781,1201
"2519","Victor CDP",2004,1.255,12,12,0,0,0,0,0,1,0,11,0.0833333333333333,2261,2261,0,0,0,0,0,200,0,2061,200,0.8725,0.108972473588517,0.43,0.43,-0.065,0.136215070585253,623878,323592,1202
"2520","Victorville city",2004,73.178,1267,1000,94,90,2,0,97,208,4,999,0.155485398579321,733046.72,236158.88,163806.86,1100,50045.8,0,89833.56,347117.69,1135,362343.03,297127.51,0.255035516969219,0.833663318584514,0.247624309392265,0.247624309392265,0.0146250986582478,0.329701498536679,6805319,4901254,1203
"2521","View Park-Windsor Hills CDP",2004,1.841,487,477,3,60,1,0,158,6,3,324,0.147843942505133,96296.7,87046.7,1000,250,14261.3,0,69060,3103.78,2100,24722.92,16880,-0.883449691991786,0.535623563603923,-0.589363449691992,-0.589363449691992,-0.0888090349075975,0.256265958010569,690657,461953,1204
"2522","Villa Park city",2004,2.078,813,788,5,59,4,1,88,289,1,479,0.118081180811808,1087034,1022262.7,55350,345,15993.64,150,82899,857821.51,1000,388704.49,68516.58,0.445313653136531,0.765227231311039,0.390307503075031,0.390307503075031,0.0320787207872079,0.335590404963818,614781,487269,1205
"2523","Vincent CDP",2004,1.471,41,41,0,13,0,0,1,1,0,40,0,3082.77,3082.77,0,0,566,0,105,2000,0,1082.77,0,-0.156341463414634,0.599119170522697,-0.104878048780488,-0.104878048780488,-0.0270731707317073,0.0872709545736445,851276,522944,1206
"2524","Vine Hill CDP",2004,1.504,50,26,0,0,0,0,25,0,0,26,0.34,17215,1415,0,0,0,0,14140,0,0,3575,10250,-0.7646,0.50227730368385,-0.5748,-0.5748,-0.0698,0.164148887120374,86828,48386,1207
"2525","Vineyard CDP",2004,17.206,541,493,27,57,7,1,60,69,1,427,0.160813308687616,70503.72,47664.43,13671.22,850,7381.58,250,17040,21970,250,35238.72,15944.68,-0.02818853974122,0.788709711383968,0.0528835489833641,0.0528835489833641,-0.00195933456561922,0.264434137656381,1001397,470952,1208
"2526","Visalia city",2004,36.246,2700,2332,161,267,7,4,364,682,7,1800,0.251481481481481,1437549.77,777137.21,312307.06,1333,136066.21,80,239413.38,648943.6,538.8,700715.99,469464.48,0.367496296296296,0.901829246166681,0.360318518518519,0.360318518518519,-0.00458888888888889,0.35153632205379,1424988,666524,1209
"2527","Vista city",2004,18.678,1622,1403,89,198,27,1,198,198,4,1308,0.162762022194821,5851568.62,3248305.46,2463450.26,2765.4,22416,100,2891739,102097,4115,4421729.62,174139.08,0.17519728729963,0.992432839388089,0.207373612823674,0.207373612823674,-0.0032059186189889,0.246371983722718,5219552,3228420,1210
"2528","Vista Santa Rosa CDP",2004,16.121,15,10,5,0,0,0,1,7,0,7,0.333333333333333,7650,3150,4500,0,0,0,1000,3950,0,2700,3600,1.01533333333333,0.211689350115637,0.958666666666667,0.958666666666667,0.00799999999999997,0.16950347657623,370218,192747,1211
"2529","Volcano CDP",2004,1.501,6,6,0,2,0,0,1,4,0,1,0.166666666666667,1615.25,1615.25,0,0,1000,0,500,1084,0,31.25,500,0.635,0.891308027563984,0.615,0.615,0.02,0.109544511501033,1135291,1013540,1212
"2530","Volta CDP",2004,4.37,3,2,0,0,0,0,1,0,0,2,0,1100,800,0,0,0,0,500,0,0,600,0,0.766666666666667,0.150111069989303,0.85,0.85,-0.0833333333333333,0.207444771766688,603385,385067,1213
"2531","Walker CDP",2004,18.439,1,1,0,0,0,0,0,0,0,1,0,52.5,52.5,0,0,0,0,0,0,0,52.5,0,2.86,NA,2.7,2.7,0.16,NA,109359,90133,1214
"2532","Wallace CDP",2004,4.333,2,2,0,0,0,0,2,0,0,0,0,185,185,0,0,0,0,185,0,0,0,0,-0.84,0,-0.76,-0.76,-0.08,0,169123,317039,1352
"2533","Walnut city",2004,8.992,1164,1069,40,185,1,2,149,173,1,884,0.18127147766323,1200575.8,670879.17,53316.25,125,30806.42,300,698197.51,363344.33,500,162265.96,61034.5,0.0980841924398625,0.731186757081246,0.155034364261168,0.155034364261168,-0.0190807560137457,0.257717870512588,952955,527787,1215
"2534","Walnut Creek city",2004,19.757,7188,6580,307,936,57,4,1273,656,34,5297,0.17056204785754,2842169.24,1982066.45,311019.31,11891.5,127525.43,562.5,705424.39,296279.85,17104.11,1928193.89,915212.59,-0.156983861992209,0.955123086276582,-0.0282387312186978,-0.0282387312186978,-0.0536282693377852,0.293533094041021,1029429,532761,1216
"2535","Walnut Grove CDP",2004,10.201,182,164,4,6,0,0,34,13,0,141,0.104395604395604,32082.3,27849.67,910,0,700,0,10386.13,4700,0,18352.3,3771.04,-0.308681318681319,0.758115151519871,-0.192307692307692,-0.192307692307692,-0.0578571428571429,0.206007352302876,147302,80697,1217
"2536","Walnut Park CDP",2004,0.748,22,19,0,0,1,0,8,1,0,16,0.227272727272727,8265,7215,0,1070,0,0,3655,1070,0,4715,2000,0.300909090909091,1.05609752927558,0.302727272727273,0.302727272727273,-0.00181818181818181,0.0821517969914095,188433,122540,1218
"2537","Warm Springs CDP",2004,2.026,12,9,3,0,0,0,0,3,0,9,0.166666666666667,5142,142,5000,0,0,0,0,5000,0,142,3000,-0.925,0.84121665137196,-0.8675,-0.8675,-0.0575,0.188974505254978,575477,376083,1219
"2538","Wasco city",2004,9.426,114,84,20,0,0,0,15,12,1,96,0.166666666666667,17515.44,7380.6,8190,0,0,0,3672.73,6010,100,10655.44,5949.23,0.206929824561404,0.861450851908028,0.0342982456140351,0.0342982456140351,0.057280701754386,0.383295641545559,204450,95893,1220
"2539","Washington CDP",2004,1.899,1,1,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0.54,NA,0.53,0.53,0.01,NA,318737,252189,1221
"2540","Waterford city",2004,2.328,88,88,0,5,0,0,12,1,0,75,0.670454545454545,3725,3725,0,0,669,0,529,250,0,2946,1096,0.777613636363636,1.15856430607289,0.789772727272727,0.789772727272727,0.000568181818181854,0.105757888263664,942254,402429,1222
"2541","Waterloo CDP",2004,5.435,31,31,0,0,0,0,3,16,0,11,0.354838709677419,4980,4980,0,0,0,0,700,2100,0,2080,1900,0.706774193548387,0.356402273625129,0.413225806451613,0.413225806451613,0.175806451612903,0.513898655336818,40592,20646,1223
"2542","Watsonville city",2004,6.687,606,480,115,105,3,0,145,62,1,406,0.239273927392739,434619.63,82665.43,337455.2,450,164835.4,0,84638.55,61724,5000,309402.08,72537.33,-0.100561056105611,0.941527165675003,0.0134488448844884,0.0134488448844884,-0.063019801980198,0.360936279631656,2274184,1750979,1224
"2543","Waukena CDP",2004,0.942,5,4,0,0,0,0,0,1,0,4,0,1850,1750,0,0,0,0,0,500,0,1350,0,1.176,0.0536656314599949,0.43,0.43,0.026,0.0371483512420134,28810,14499,1225
"2544","Wawona CDP",2004,6.345,20,20,0,3,0,0,1,2,0,17,0,4772,4772,0,0,390,0,250,300,0,4222,0,-0.455,1.33584390830981,-0.1505,-0.1505,-0.0435,0.132913703701232,101915,83348,1226
"2545","Weaverville CDP",2004,10.424,15,14,1,0,0,0,0,9,0,6,0.333333333333333,4800,2800,2000,0,0,0,0,3000,0,1800,2550,0.628666666666667,0.754291215708653,0.678666666666667,0.678666666666667,-0.0973333333333333,0.533779872588835,312025,252464,1227
"2546","Weed city",2004,4.79,27,7,17,0,1,0,0,2,0,26,0,15131.14,1035,11085.14,60,0,0,0,160,0,15031.14,0,-0.0896296296296296,0.676702874699658,-0.0807407407407407,-0.0807407407407407,-0.0088888888888889,0.0515403750123169,1059370,738498,1228
"2547","Weedpatch CDP",2004,3.557,11,10,0,0,0,0,1,7,0,3,0.363636363636364,29650,29500,0,0,0,0,750,9400,0,19500,4000,0.927272727272727,0.463726016287439,1.00090909090909,1.00090909090909,-0.0736363636363638,0.281860700604846,18968,6718,1229
"2548","Weldon CDP",2004,26.642,46,43,1,9,8,0,14,18,0,26,0.239130434782609,6567,6167,200,750,1150,0,2350,3016,0,3876,651,0.241521739130435,1.26766796807945,0.348913043478261,0.348913043478261,-0.107391304347826,0.271059114361168,136829,77053,1230
"2549","Weott CDP",2004,0.753,1,1,0,0,0,0,0,0,0,1,0,1000,1000,0,0,0,0,0,0,0,1000,0,-1.27,NA,-1.17,-1.17,-0.1,NA,428170,228636,1231
"2550","West Athens CDP",2004,1.336,123,122,0,4,0,0,17,7,0,100,0.252032520325203,26394.99,25894.99,0,0,2600,0,4540,9100,0,17754.99,3313,-0.717235772357724,0.504618506793374,-0.279918699186992,-0.279918699186992,-0.180731707317073,0.331403302247433,452821,297931,1232
"2551","West Bishop CDP",2004,8.759,80,80,0,4,3,0,5,28,0,62,0.025,10055.21,10055.21,0,350,813,0,1720,4634,0,6005.21,400,0.517375,1.09158199417176,0.4905,0.4905,0.0115,0.31052874466919,599362,323237,1233
"2552","West Carson CDP",2004,2.266,378,342,17,34,8,0,34,42,1,302,0.0423280423280423,66063.74,28226.74,16975,5800,3229.02,0,10260,6250,250,51028.74,2983,-0.133518518518519,1.01493936311326,-0.0979100529100529,-0.0979100529100529,-0.00981481481481482,0.23827344831624,488973,290552,1234
"2553","West Covina city",2004,16.041,1862,1651,62,124,7,1,280,214,7,1417,0.150375939849624,501788.94,381979.28,25594.61,1490,31109,122,143864,140841.94,1760,259068,100485.27,-0.115660580021482,0.938221343475701,0.0230236305048335,0.0230236305048335,-0.072937701396348,0.359348050463665,4189772,2543280,1235
"2554","West Hollywood city",2004,1.887,2325,2187,58,183,13,8,1019,137,7,1179,0.125161290322581,2616646.3,2104267.47,464934.83,6225,74273.84,4000,755872.05,227022,2650,1768238.86,727484.74,-0.820864516129032,0.7081096390363,-0.573393548387097,-0.573393548387097,-0.122705376344086,0.389423800477244,992126,634964,1237
"2555","West Menlo Park CDP",2004,0.486,383,382,1,29,3,0,138,24,1,221,0.117493472584856,111015.4,110715.4,300,600,15075,0,55436.4,11523,25,43866,6745,-0.880052219321149,0.767018090525057,-0.466240208877285,-0.466240208877285,-0.144125326370757,0.301004783251267,584432,493830,1238
"2556","West Modesto CDP",2004,1.986,38,38,0,8,0,0,6,1,0,31,0.0263157894736842,1445,1445,0,0,800,0,400,500,0,545,500,-0.0544736842105263,0.447417196738582,-0.0426315789473684,-0.0426315789473684,-0.0118421052631579,0.0619439704614513,910632,284510,1239
"2557","West Park CDP",2004,1.792,2,2,0,0,0,0,0,1,0,1,0,700,700,0,0,0,0,0,450,0,250,0,1.12,0,1.04,1.04,0.0800000000000001,0.212132034355964,135743,89274,1240
"2558","West Point CDP",2004,3.719,1,1,0,1,0,0,0,1,0,0,0,1000,1000,0,0,1000,0,0,1000,0,0,0,1.08,NA,1.03,1.03,0.05,NA,266359,245967,1353
"2559","West Puente Valley CDP",2004,1.761,60,60,0,3,1,0,3,3,0,54,0.0333333333333333,2825.78,2825.78,0,300,900,0,630,523,0,1672.78,325,-0.7805,0.88944740986483,-0.6025,-0.6025,-0.0396666666666666,0.246136014945207,648148,395170,1241
"2560","West Rancho Dominguez CDP",2004,1.652,94,70,16,12,5,0,25,10,2,61,0.0957446808510638,57645.06,44900.06,4945,1800,3150,0,15873.86,3500,500,43177.7,2450,-0.00138297872340424,0.910976790025534,0.0596808510638298,0.0596808510638298,-0.111595744680851,0.35577056516168,308047,190880,1242
"2561","West Sacramento city",2004,21.425,1304,686,231,68,7,12,378,313,4,667,0.351226993865031,3964466.24,2648442.31,340582.38,12050,10405,1489.54,566431.7,574353,6517.5,3135046.16,618051,-0.13170245398773,0.66445253869033,-0.0420245398773006,-0.0420245398773006,-0.0526073619631902,0.523597520033183,1042571,737095,1243
"2562","West Whittier-Los Nietos CDP",2004,2.519,322,253,13,24,1,0,49,20,3,257,0.133540372670807,86723.77,21816.78,44015.4,250,951,0,17950,2956,1500,73827.77,10556.22,-0.560031055900621,0.926135742406448,-0.43639751552795,-0.43639751552795,-0.0636645962732919,0.216824115639229,1616839,1034296,1244
"2563","Westhaven-Moonstone CDP",2004,8.092,41,41,0,4,0,0,18,0,1,20,0.121951219512195,5107,5107,0,0,475,0,2257,0,600,1750,775,-1.03341463414634,0.50595755630338,-0.756341463414634,-0.756341463414634,-0.0753658536585366,0.30884541085287,549060,332382,1245
"2564","Westlake Village city",2004,5.185,1269,1168,45,106,7,0,144,188,2,955,0.131599684791174,810011.77,579007.01,75798.76,2477,35730.9,0,161047,166216.67,750,559494.77,136429.09,-0.0244286840031521,0.860084963338393,0.0207880220646178,0.0207880220646178,-0.0241686367218282,0.350356339459084,572568,358497,1246
"2565","Westminster city",2004,10.049,1969,1589,85,178,10,1,189,535,3,1341,0.251904520060945,797205.72,442522.38,69390.28,3246,43633.84,250,70257.3,346359.67,800,463246.95,211400.9,0.333550025393601,0.845293788023056,0.355586592178771,0.355586592178771,0.00518029456576944,0.251520741555517,3347869,2328157,1247
"2566","Westmont CDP",2004,1.848,62,59,0,6,0,0,11,1,0,50,0.0645161290322581,19006.92,12006.92,0,0,188,0,12550,3000,0,3456.92,5000,-0.398548387096774,0.670015528995946,-0.389677419354839,-0.389677419354839,-0.017258064516129,0.142796075562995,1020413,611646,1248
"2567","Westwood CDP",2004,5.436,4,4,0,0,0,0,1,0,0,3,0,625,625,0,0,0,0,25,0,0,600,0,-0.38,0.727048829171741,-0.3325,-0.3325,-0.0475,0.0822090830342568,62774,47069,1250
"2568","Wheatland city",2004,1.479,135,133,1,3,0,0,2,12,0,124,0.0962962962962963,45764.46,24454.46,21200,0,273.59,0,1100,28315,0,17489.46,22104.1,0.37437037037037,0.696982416326103,0.407111111111111,0.407111111111111,-0.0491851851851852,0.365417471034285,81242,56724,1251
"2569","Whitewater CDP",2004,9.872,5,3,0,0,0,0,0,2,0,3,0.4,2780,780,0,0,0,0,0,2000,0,780,1250,0.518,1.12110213629268,0.51,0.51,0.00800000000000001,0.0804363102087609,175314,110377,1354
"2570","Whitley Gardens CDP",2004,1.377,1,0,0,0,0,0,0,0,0,1,0,250,0,0,0,0,0,0,0,0,250,0,0.66,NA,-0.23,-0.23,0.89,NA,613632,495306,1252
"2571","Whittier city",2004,14.649,2655,2374,76,130,16,0,365,501,24,1838,0.214689265536723,841553.03,630798.55,40792.41,3784.8,33803.5,0,186999.8,237437.46,68423.74,457500.52,227928.99,0.151928436911488,0.935265040352593,0.197532956685499,0.197532956685499,-0.0207532956685499,0.326721683633624,5640357,3658222,1253
"2572","Wildomar city",2004,23.688,347,334,7,22,0,0,38,52,0,261,0.161383285302594,50558.81,27089.81,12819,0,1424,0,6649,16655,0,32939.81,10192,0.428155619596542,1.02581480316606,0.401210374639769,0.401210374639769,0.0135734870317003,0.197576127686133,1546522,1178336,1254
"2573","Wilkerson CDP",2004,5.727,7,7,0,0,0,0,1,0,0,6,0,600,600,0,0,0,0,50,0,0,550,0,-0.651428571428571,0.817443750795298,-0.518571428571429,-0.518571428571429,-0.132857142857143,0.223510945721105,118560,63122,1255
"2574","Williams city",2004,5.444,14,14,0,0,0,0,0,8,0,7,0.5,2408,2408,0,0,0,0,0,905,0,1633,775,0.748571428571429,0.674444011964466,0.644285714285714,0.644285714285714,0.214285714285714,0.539054932061863,272494,202130,1256
"2575","Willits city",2004,2.798,85,76,1,3,0,0,22,9,0,57,0.105882352941176,24240.4,16300.4,250,0,2000,0,8541.4,1650,0,10940,2105,-0.552235294117647,0.87191821436934,-0.425764705882353,-0.425764705882353,-0.0738823529411765,0.228536201767263,964442,727806,1257
"2576","Willow Creek CDP",2004,30.31,22,14,8,0,0,0,2,8,0,16,0.0909090909090909,3046.7,2730,316.7,0,0,0,500,1625,0,1346.7,200,0.406363636363636,0.976395438307683,0.300454545454545,0.300454545454545,0.105909090909091,0.121915626206897,264439,140086,1258
"2577","Willowbrook CDP",2004,3.762,246,219,8,19,0,0,54,9,2,181,0.117886178861789,227084.95,170056.94,3600,0,13040,0,91490,13750,0,76224.95,87959.58,-0.544105691056911,0.683951165615698,-0.482317073170732,-0.482317073170732,-0.0408130081300813,0.280578392395205,1341336,790368,1259
"2578","Willows city",2004,2.847,127,115,1,9,0,0,9,27,0,96,0.165354330708661,101262.85,11780,200,0,920,0,950,88708,0,23012.85,76958,0.78740157480315,0.852077025915345,0.760314960629921,0.760314960629921,0.0291338582677165,0.158184258753946,211711,171607,1260
"2579","Wilsonia CDP",2004,0.273,2,0,0,0,0,0,0,0,0,2,0,345,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,132302,70171,1261
"2580","Wilton CDP",2004,29.002,333,323,2,12,1,0,21,75,0,244,0.132132132132132,92336.73,81038.73,1400,150,5741,0,4820,56270,0,34931.73,15369.44,0.182132132132132,0.691614546755412,0.273243243243243,0.273243243243243,-0.0566066066066066,0.349114479901225,392599,207147,1262
"2581","Winchester CDP",2004,7.732,54,45,4,0,0,0,1,9,0,45,0.314814814814815,19753.5,15466,187.5,0,0,0,100,14560,0,10993.5,1992.75,0.358888888888889,0.761593826939731,0.28,0.28,0.0788888888888889,0.421702151289884,275722,197304,1263
"2582","Windsor town",2004,7.268,660,625,12,109,3,3,112,56,0,498,0.127272727272727,118049.5,101402.48,4138.02,650,11180.95,1000,25898.7,42216.49,0,54334.31,43336.49,-0.271318181818182,0.802290303872066,-0.075969696969697,-0.075969696969697,-0.0566515151515152,0.246450060959656,1741663,723146,1264
"2583","Winter Gardens CDP",2004,4.43,137,131,2,10,1,0,14,32,1,91,0.124087591240876,20340.93,17590.93,650,100,818.21,0,4497.5,7787.5,250,7955.93,6847.5,0.470802919708029,0.914215396805435,0.526423357664234,0.526423357664234,0.00554744525547448,0.213207023488319,1085117,627027,1265
"2584","Winters city",2004,2.912,228,195,26,18,6,0,23,14,0,205,0.0789473684210526,28846.55,18261.55,8480,288,4473,0,6935,5165,0,21351.55,4374.99,-0.153201754385965,0.768608682707574,-0.044780701754386,-0.044780701754386,-0.0505263157894737,0.278274551794941,189233,146591,1266
"2585","Winton CDP",2004,3.041,177,133,3,39,0,0,23,13,0,146,0.152542372881356,424878.52,14996.6,1800,0,1537.52,0,256552.25,143950,0,243676.27,174840,0.247005649717514,0.877971295976588,0.180395480225989,0.180395480225989,0.137062146892655,0.303210775740095,521252,310288,1267
"2586","Wofford Heights CDP",2004,6.057,24,22,0,0,1,0,0,7,0,18,0.166666666666667,3257.5,2857.5,0,100,0,0,0,1200,0,2357.5,1800,-0.09875,1.14459148778638,-0.0875,-0.0875,-0.01125,0.123686577950954,158190,91618,1268
"2587","Woodacre CDP",2004,1.797,102,99,2,21,0,0,34,6,2,59,0.0882352941176471,34311,24811,7500,0,3945,0,19410,4950,300,11216,5935,-1.15666666666667,0.534466206052863,-0.699705882352941,-0.699705882352941,-0.167941176470588,0.342409453913433,185564,168357,1269
"2588","Woodbridge CDP",2004,3.013,304,278,11,41,0,0,20,73,0,222,0.151315789473684,92717.79,70986.1,6600,0,3214,0,10650,61915,0,52352.79,31297.55,0.407730263157895,0.688545446061725,0.399934210526316,0.399934210526316,0.0280921052631579,0.208854280062688,570389,305783,1270
"2589","Woodcrest CDP",2004,11.41,223,223,0,48,0,0,31,44,0,161,0.116591928251121,44593.27,44593.27,0,0,9179,0,8185,23348,0,16863.27,4690,0.512914798206278,1.07019953806125,0.170269058295964,0.170269058295964,-0.0298206278026906,0.357905523954411,1071820,764582,1271
"2590","Woodlake city",2004,2.248,25,25,0,1,0,0,0,5,0,23,0.32,1022,1022,0,0,250,0,0,635,0,522,532,0.328,0.498263651761461,0.3428,0.3428,-0.0148,0.0868485271416083,241350,120422,1272
"2591","Woodland city",2004,15.303,579,534,9,26,2,0,99,157,6,338,0.186528497409326,163531.48,117506.48,8575,250,8704.18,0,45188.28,55907.2,3600,61740.2,37515,0.207616580310881,0.947306060969857,0.323730569948186,0.323730569948186,-0.068566493955095,0.421008654929946,1021570,779835,1273
"2592","Woodlands CDP",2004,1.654,3,3,0,0,0,0,0,0,0,3,0,280,280,0,0,0,0,0,0,0,280,0,0.39,0.675499814951862,0,0,0,0,207626,169708,1355
"2593","Woodside town",2004,11.732,2225,2195,13,205,16,0,715,439,5,1062,0.173483146067416,16074841.82,16056020.56,14276.26,7300,671255.97,0,1423274.1,854752,1125,14147874.38,864476.77,-0.296813483146067,0.994047822571495,-0.135388764044944,-0.135388764044944,-0.044638202247191,0.429241390887974,703970,589128,1274
"2594","Woodville CDP",2004,4.352,7,7,0,0,0,0,2,2,0,4,0,8510,8510,0,0,0,0,6250,950,0,1510,0,0.474285714285714,0.912722249516196,0.422857142857143,0.422857142857143,0.167142857142857,0.475910155586615,97136,48027,1275
"2595","Wrightwood CDP",2004,5.926,124,120,0,9,0,2,2,17,1,100,0.145161290322581,21091.88,18449.88,0,0,482.5,500,400,4125,275,15261.88,4838.5,0.200967741935484,0.846288327882588,0.360725806451613,0.360725806451613,-0.0618548387096774,0.439384948795961,607310,504744,1276
"2596","Yankee Hill CDP",2004,6.061,1,1,0,0,0,0,0,1,0,0,1,100,100,0,0,0,0,0,100,0,0,100,0.81,NA,0.58,0.58,0.23,NA,384068,293364,1277
"2597","Yolo CDP",2004,1.38,25,11,2,1,0,0,6,3,0,22,0.12,10675,4600,1600,0,1500,0,1805,950,0,9825,1350,0.3676,0.831716498173105,0.29,0.29,0.0524,0.349491058540845,133044,103655,1278
"2598","Yorba Linda city",2004,19.483,3500,3387,30,590,20,46,250,551,2,2752,0.128,711906.6,645510.3,21253.8,7929.42,105932.79,1543.55,89642.1,279309,700,378045.6,114254.27,0.12834,0.816926334156679,0.144082857142857,0.144082857142857,-0.01512,0.305513894161253,2128265,1702461,1279
